"","product","helpful_count","total_comments","url","review_country","reviewed_at","review_text","review_rating","product_company","profile_name","review_title","review"
"543","Apple iPhone XR (64GB) - Black",0,0,"url 55","India",2019-11-10,"Upgrading from iPhone 6 (16GB) to iPhone XR (128) was the best decision I ever made. Everything is so perfect & optimize. Touch, display, camera, sound, processor, battery.. literally everything.  Apple needs to work on their latest iOS 13 though. (Also Im getting more kills on PUGB:) Hands down to A12 Bionic.","5 stars","Apple","Mayank Neema","AMAZING!",5
"544","Apple iPhone XR (64GB) - Black",1,0,"url 55","India",2020-02-04,"Excellent iPhone in that too 40k. Camera battery and touch is Incomparable .","5 stars","Apple","Rahul Singh","Excellent iPhone ..",5
"545","Apple iPhone XR (64GB) - Black",0,0,"url 55","India",2019-10-23,"128GB variant ,Used it for a month,Great performance. Excellent finishing and stylish. Face ID is powerful as it works even in pitch dark conditions. Camera is amazing . A bit bulky when u put a cover as the rear camera is significantly above the back surface of the phone.","5 stars","Apple","Shubham Kumar","Go for it !",5
"546","Apple iPhone XR (64GB) - Black",3,0,"url 55","India",2020-02-11,"I got a different item","1 star","Apple","sai tharun","I got a different product",1
"547","Apple iPhone XR (64GB) - Black",0,0,"url 55","India",2019-05-05,"This rating is only for the product not for  Delivery.  Till the last minute I was kept on my toes. The box was not completely in a sealed condition. Can Amazon answer for this? Coming to  Handset, No issues at all. It is simply amazing. One should know how to use it wisely. I would update my reviews after using it for few months.","5 stars","Apple","IOS fan","Impeccable Apple XR",5
"548","Apple iPhone XR (64GB) - Black",2,0,"url 55","India",2019-10-10,"when i got this phone after unboxing i din't get the proper accessories in the box headphone is missing","4 stars","Apple","Ranbir Mehrotra","items is missing",4
"549","Apple iPhone XR (64GB) - Black",2,0,"url 55","India",2019-09-07,"Screen becomes unresponsive very often and there's no way to restart the phone because the screen is unresponsive","1 star","Apple","Sweta","Poor interface and software",1
"550","Apple iPhone XR (64GB) - Black",0,0,"url 55","India",2020-01-23,"Best phone from Apple after iPhone 7.","5 stars","Apple","Himanshu Parekh","Worth the price 👍🏻",5
"551","Apple iPhone XR (64GB) - Black",2,0,"url 56","India",2019-02-01,"Nice phone","5 stars","Apple","Singh","Worth having it",5
"552","Apple iPhone XR (64GB) - Black",0,0,"url 56","India",2019-10-09,"Product is good. Face ID works fast. Battery lasts longer than previous iPhones, depending on usage it can last up to a day. For heavy usage and gaming the battery lasts up to 6hours. Camera is good in daylight use. Low light photography is grainy. Overall a good product.","5 stars","Apple","PROSENJIT MITRA","Good product",5
"553","Apple iPhone XR (64GB) - Black",2,0,"url 56","India",2019-10-21,"Finger print sensor is missing , the phone is bit heavy","4 stars","Apple","Rashmi R D","Good",4
"554","Apple iPhone XR (64GB) - Black",2,0,"url 56","India",2019-02-16,"Good Priduct","5 stars","Apple","Paresh Kamat","Good product",5
"555","Apple iPhone XR (64GB) - Black",0,0,"url 56","India",2020-02-19,"Face Recognition, Battery life & user interface is secondary. Its an iPhone thats it. Apple satisfies our high expectations. The Apple iPhone XR was Awesome. Really Worth it.","5 stars","Apple","Surya Kiran Majji","Apple - Enough",5
"556","Apple iPhone XR (64GB) - Black",1,0,"url 56","India",2019-10-01,"I got it at 31900 /- with exchange my old android phone .i never believed in this low price I can get dual sim iPhone with latest chipset.thanks to amazon to providing great discounts","5 stars","Apple","Vikram reddy","This is called JAW drop deal phone",5
"557","Apple iPhone XR (64GB) - Black",0,0,"url 56","India",2020-01-26,"I am a 6s+ user now upgrade to xR","5 stars","Apple","sasikumar. t","Simply awesome",5
"558","Apple iPhone XR (64GB) - Black",1,0,"url 56","India",2019-11-12,"a good phone with nice camera, while being water resistant, provides a good battery even for backup for gaming.","4 stars","Apple","rishikesh keni","Overall a good phone for daily use",4
"559","Apple iPhone XR (64GB) - Black",3,0,"url 56","India",2019-04-28,"automatically restart some times","2 stars","Apple","Sahil patel","Quite disappointed",2
"560","Apple iPhone XR (64GB) - Black",1,0,"url 56","India",2019-12-05,"Phone is super fast u will never shift to android after using iphones. Only problem that few apps are not well designed for apple like voot they keep lagging rest everything no need to explain","5 stars","Apple","R. Raushan","Awesome and best",5
"561","Apple iPhone XR (64GB) - Black",1,0,"url 57","India",2019-10-07,"I got this for 38 k. Good deal. Awesome to use.","5 stars","Apple","ARUN RICHARD S","I got this for 38 k. Good deal. Awesome to use.",5
"562","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2019-10-06,"Unbelievable product..Crafted to precision...Mobile at its best...Amazon deal is mind blowing..best place to get an IPhone...Delivery is fast...Camera is excellent...IOS rocks...No second thoughts...IPhone is the beast to own..Amazon is the place to go....","5 stars","Apple","Prathap","IPhone and Amazon behemoth at its best..",5
"563","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2019-10-02,"Beautiful product, Got it @ 38k during billion day sale.","5 stars","Apple","P Sinha","Best Iphone under 40k",5
"564","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2019-07-30,"Battery, camera, face ID and everything works well. Slightly heavy and bigger, if you are not used to use large screen phones, but use will soon get used to it","4 stars","Apple","RM","Good I Phone at this price",4
"565","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2019-10-01,"Needless to rate Apple any less. An year old Apples A12 bionic still outperforms SD 855. And iOS, such a beautiful liquid smooth OS that Android can never compete.","5 stars","Apple","Suraj Dhanuki","Apple ❤️",5
"566","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2020-02-14,"I have purchases this iPhone XR on New Year 2020 eve....and i can say that this is just awesome phone with great display and more important very gd battery performance....i just love this iPhone and want to recommend all those who are just thinking to buy new phone then this is for you.....","5 stars","Apple","Avinash mishra","Great iPhone with excellent power packed features......",5
"567","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2019-10-08,"Its been 2 months I have purchased the XR, everything seems to be fine I.e, bigger in size, good battery life and advanced processor.","5 stars","Apple","Rajesh Putchakayala","One of the best phone got for 55k.",5
"568","Apple iPhone XR (64GB) - Black",2,0,"url 57","India",2020-03-02,"I love iPhone","5 stars","Apple","Sai singh","iPhone",5
"569","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2019-10-31,"1. When i started new product it asked for setup of apple id and in the process, product was heating 20+ degree and suddenly restarted half the way.","1 star","Apple","Amazon Customer","MOST GARBAGIC PRODUCT",1
"570","Apple iPhone XR (64GB) - Black",0,0,"url 57","India",2019-10-02,"Camera picture is yellowish.","4 stars","Apple","Umesh Dubey","Good price at this cost",4
"571","Apple iPhone XR (64GB) - Black",0,0,"url 58","India",2019-10-15,"First thing that strikes you is the colour. Vibrant and really nice","5 stars","Apple","Navneet Ghai","Vibrant product",5
"572","Apple iPhone XR (64GB) - Black",1,0,"url 58","India",2019-10-21,"I have bought iphone xr through amazon sound quality is wrost speaker is pathetic when i approached them to return they clearlly denied....very bad exeperience.","1 star","Apple","Omkar Soni","wrost product weste of money...",1
"573","Apple iPhone XR (64GB) - Black",1,0,"url 58","India",2019-08-05,"Defiantly iPhones are costlier than other brands, nowadays other brands like one plus are also selling phones at 50 k but the quality between iPhone and others are at no comparison","5 stars","Apple","Lakshmi","Best in quality.",5
"574","Apple iPhone XR (64GB) - Black",0,0,"url 58","India",2019-08-16,"Camera is awesome ... both for selfie as well other photography .. and fast interface .. only minus point is battery life time ..But yeah rest all features are good which makes this phone special !! Loved using it.","5 stars","Apple","Sravya","Good product!!",5
"575","Apple iPhone XR (64GB) - Black",1,0,"url 58","India",2020-01-02,"PRODUCT RECEIVED IN GOOD CONDITION BUT FACE RECOGNITION FEATURE AND BACK CAMERA IS NOT WORKING WELL.THE I PHONE SUBMITTED TO I PHONE SERVICE CENTER LAST WEEK FOR REPAIR.","1 star","Apple","Sushil","BAD EXPERIENCE",1
"576","Apple iPhone XR (64GB) - Black",1,0,"url 58","India",2019-10-20,"Got it in 38k at the sale.","5 stars","Apple","Nishant kale","Loved it!!",5
"577","Apple iPhone XR (64GB) - Black",0,0,"url 58","India",2019-10-03,"The best iPhone till date.","5 stars","Apple","Sachinn Sawardekar","If it's not a iPhone, it's not a iPhone ;-)",5
"578","Apple iPhone XR (64GB) - Black",0,0,"url 58","India",2019-05-26,"Its a fantastic iphone. Perfect size, display is good, battery life is incredible. Camera results are excellent and comparable to xs and xs max. Super fast bionic A12 on board handles everything superbly.","5 stars","Apple","Swaminathan Guru","Best iPhone ever",5
"579","Apple iPhone XR (64GB) - Black",0,0,"url 58","India",2020-02-07,"Ohh...what can I say about this phone... just one word- AWESOME. I think its better than iPhone 11 in almost every aspect. The portrait mode is outstanding. If anyone is using iPhone 6,7 or 8, then this is next iPhone for you...","5 stars","Apple","Agniswar Mukherjee","iPhone- The name is enough...",5
"580","Apple iPhone XR (64GB) - Black",1,0,"url 58","India",2019-11-12,"face recognition is very fast","5 stars","Apple","akshara krupa","best buy i bought it for 42,000",5
"581","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-08-20,"iOS to Android (one plus and must admit, the phone is amazing and Im still amazing), but back to iOS and do not regret. There are soo many little things that does make the difference and leaves the user with WOW feeling! XR is a bit thick but with time we get used to it.","5 stars","Apple","Amit","Apple can’t be compared",5
"582","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-11-02,"There was a hardware failure just in less than one month of purchase.  Amazon takes no responsibility of replacing it and I am working with iCare to fix it. It may even cost me to get it fixed. I was extremely unhappy with this phone and the post sale service.","1 star","Apple","Dinesh Garg","Not very reliable product.",1
"583","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-09-29,"Just unboxed and found defect in screen. On informing Amazon, I was first assured for replacement and then amazon changed stand and asked me to contact apple care for examining mobile and creating inspection sheet even though problem is clearly visible and accepted by amazon as well.","1 star","Apple","Amazon Customer","Faulty iphone xr delivered",1
"584","Apple iPhone XR (64GB) - Black",2,0,"url 59","India",2019-09-11,"the phone is bogus nd it gets heated ,sometimes charger does nt work.camera is average,plz dont buy from amazon","1 star","Apple","rishabh gupta","amazon dis was not expected",1
"585","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-10-30,"Worth of upgrading-","5 stars","Apple","Ankit","Worth upgrading",5
"586","Apple iPhone XR (64GB) - Black",1,0,"url 59","India",2020-03-07,"One of the best camera in this price range, mind-blowing photo and video quality plus not to mention the best ever battery life on any Apple device I've used so far.","5 stars","Apple","Soumya Roy","Best value-for-money iPhone till date!",5
"587","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-11-26,"Disappointed that it doesn't come with finger print scanner just face unlock. Otherwise it's a good apple phone if u r tight on budget","5 stars","Apple","Shirish","Great tech piece",5
"588","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-09-04,"Battery life is good","3 stars","Apple","amazonUser","Good to buy",3
"589","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-10-03,"Bought two phones on this sale. One is this awesome iPhone XR and another Samsung phone. iPhone is so awesome that I am in love with its touch, display , camera and sound quality and everything. Its very costly but I love this. Whilst others phone that I purchased was a big mistake.","5 stars","Apple","Khushboo nayak","Just buy it. So awesome. Loved it.",5
"590","Apple iPhone XR (64GB) - Black",0,0,"url 59","India",2019-11-20,"Was a little doubtful while purchasing since i was not sure to receive a genuine Apple iPhone but received absolutely a genuine one. Working perfectly till date. The only thing I dont like about this iPhone is that it takes a lot of time for charging. But its okay, its manageable.","5 stars","Apple","Pratikshya S.","Genuine Product",5
"591","Apple iPhone XR (64GB) - Black",1,0,"url 60","India",2019-11-13,"Its Apple and behaves like one! Its slightly on a heavier side and a bit too big considering its 6.1 inches.","5 stars","Apple","Dinesh Acharya","Apple!",5
"592","Apple iPhone XR (64GB) - Black",0,0,"url 60","India",2020-01-10,"I have moved from 5S to XR -and it is a mind blowing experience.","5 stars","Apple","M Mohammed Farook","Great Experience",5
"593","Apple iPhone XR (64GB) - Black",1,0,"url 60","India",2020-03-09,"Battery life is okay camera is awesome everything","5 stars","Apple","Aiman sayed","Good phone with reasonable price for iphone",5
"594","Apple iPhone XR (64GB) - Black",0,0,"url 60","India",2019-11-11,"After Apple reduced its price, iPhone XR did become affordable when considering its features. What I received was how it was described on Amazon.","5 stars","Apple","Shirish Tambe","Efficient phone",5
"595","Apple iPhone XR (64GB) - Black",0,0,"url 60","India",2019-07-08,"Reviewing after one month of use.","4 stars","Apple","Sanjay Assudani","Worth buy",4
"596","Apple iPhone XR (64GB) - Black",0,0,"url 60","India",2020-03-09,"Good battery life, amazing sound quality and camera is very good. Really love my first apple product.","5 stars","Apple","Rajesh Chidambaram","Lovely phone",5
"597","Apple iPhone XR (64GB) - Black",0,0,"url 60","India",2020-03-04,"They have no fingerprints but face unlock is not compare to other its awesome battery is very very good and camera is best and iPhone is the iPhone not compare to other brand and most best thing is it is duel sim wow.......only not giving fast charging adaptor supported but u have to pay extra","5 stars","Apple","Amazon Customer","I phone is iphone",5
"598","Apple iPhone XR (64GB) - Black",1,0,"url 60","India",2019-10-04,"I was first hesitant about buying iphone xr after all the negative review....it has been 10 days and it is really a wonderful product.i got this deal for 38999 from amazon.","5 stars","Apple","Ramkumar baskaran","killer product from apple",5
"599","Apple iPhone XR (64GB) - Black",1,0,"url 60","India",2019-12-22,"Not charging fast as intended and battery discharges too quick. Needs replacement. Quick guide please. Phone stuck in between use of apps. Contact @8249530210/7873655744","3 stars","Apple","Himansu Achary","Lightning charger issue and hang issue",3
"600","Apple iPhone XR (64GB) - Black",0,0,"url 60","India",2020-03-07,"The phone freezes frequently. Battery doesnt last long. On the whole I am very disappointed with the  phone. Did not expect this from Apple.","2 stars","Apple","Bina Gupta","Disappointed with IPhone XR",2
"601","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2019-11-05,"Excellent Model with extraordinary deal during the festival season. I love Apple products and this is no difference. Quality of Photos is awesome. Battery life is better but i still feel can be improved. However for my usage it is ok.","5 stars","Apple","Amazon Customer","iPhone XR Red",5
"602","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2019-11-10,"I shifted from android to this iphone , it really worth with all new amazing and premium experience . The battery life is far better than my expectations from iphones . I got this phone for 43k and I feel its absolute value for money.","5 stars","Apple","Sid","Battery life is 💯✨",5
"603","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2019-10-06,"Excellent sound quality...& thats no one device is beat in this quality,Immersive display & awesome  performance ..","5 stars","Apple","mohit verma","Legends choice",5
"604","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2019-11-14,"I find display issue with my iPhone after a month now. I see thin black line from top to bottom just an inch from left side. Battery adapter is also not working properly. I am also unable to access amazon customer care also","1 star","Apple","SKumar","Beware of festival offer",1
"605","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2019-05-08,"Great battery lifes buttery smooth transitions/animations so so refined compared to an Android phone .Face recognition is a bit glitchy though my daughter can trigger it for my wifes login","4 stars","Apple","anil dewnani","Best IPhone at this time",4
"606","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2019-11-11,"I dont know how to explain it, but no need for any review... Just one word.. Apple... Go for it... Its worth your money..","5 stars","Apple","Melting Ice","Just one name! Apple!",5
"607","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2020-01-25,"The product is a masterpiece but the box corner was damaged like the box was undergone ruff conditions","4 stars","Apple","VIREN PRAJAPATI","Worth Money",4
"608","Apple iPhone XR (64GB) - Black",0,0,"url 61","India",2019-12-05,"This is my second purchase of I phone through amazon I am happy and satisfied with the product....thanks to amazon ...keep it up","4 stars","Apple","Deepak shahi","You can trust amazon for the originality",4
"609","Apple iPhone XR (64GB) - Black",1,0,"url 61","India",2019-10-18,"The most unique feature of this product - face id for unlock is not working in the product delivered to me. Now i have to keep visiting the apple service centre to get it fixed.","2 stars","Apple","Puneeti","Face id for unlock not working",2
"610","Apple iPhone XR (64GB) - Black",1,0,"url 61","India",2019-10-05,"I have got the delivery of iphone xr yesterday and I have found that there is a spot near the front camera. Can anyone or the apple customer service tell me why it is like that?","3 stars","Apple","Ranit R.","Spot near the front camera of iphone xr",3
"611","Apple iPhone XR (64GB) - Black",0,0,"url 62","India",2019-11-06,"Im an Apple fan, because of its simplicity, elegance & good camera. In addition, this phone has a longer battery life, even with good internet use. May be the price could be little more competitive, but all in all, a nice phone.","5 stars","Apple","Dr Shaunak Shah","Simplicity is ultimate elegance.",5
"612","Apple iPhone XR (64GB) - Black",0,0,"url 62","India",2020-01-28,"Excellence phone. Every thing this fine.","5 stars","Apple","NIKHAN","Really nice phone",5
"613","Apple iPhone XR (64GB) - Black",1,0,"url 62","India",2019-10-10,"iPhone XR camera is better than OnePlus 7T...XR beat OP 7T... Excellent Phone...","5 stars","Apple","Praveen Tripathi","iPhone XR is Best Phone...",5
"614","Apple iPhone XR (64GB) - Black",0,0,"url 62","India",2019-10-17,"I like the phone very much. A great product from Apple.  Very happy that i bought this product in a discount. Worth every penny. The  photo quality is amazing.  The re-charging time is so less.","4 stars","Apple","shekar","Great phone with great value for money",4
"615","Apple iPhone XR (64GB) - Black",1,0,"url 62","India",2019-10-03,"Marvelous phone came with the proper packagee and proper secure coding from Amazon. Thank you Amazon for such an organised delivery","5 stars","Apple","Ajay lakhina","Good delivery process",5
"616","Apple iPhone XR (64GB) - Black",0,0,"url 62","India",2019-11-06,"I received the product with hair line scratch on the screen which does not appear at a glance but upon reflection of light on a specific angle it appears.  During delivery I could not detect it but after few days I recognized. From Apple I do not expect any cheating on product quality","2 stars","Apple","Santanu","Cheating by Apple!",2
"617","Apple iPhone XR (64GB) - Black",0,0,"url 62","India",2019-10-28,"iPhone is always master in mobiles. Its really amazing. Thanks amazon for best discounted price","5 stars","Apple","Guru Kishore","Amazing phone",5
"618","Apple iPhone XR (64GB) - Black",1,0,"url 62","India",2019-06-25,"Day one is good with XR. Will have to use for some more days before conclusions. Battery life is impressive. Feels good to handle. Seems to slip out of hard sometimes.","4 stars","Apple","CALVIN K.","XR Day One",4
"619","Apple iPhone XR (64GB) - Black",0,0,"url 62","India",2020-02-28,"Face ID is not good..works sometime..sometime forces to use passcode to unlock..default keyboard layout does not have dot key..while editing text it is hard to place the cursor at a desired place in between a word..hey Apple get some update about these in if next update..","4 stars","Apple","samm","Hey Apple team get some real updates",4
"620","Apple iPhone XR (64GB) - Black",0,0,"url 62","India",2019-11-14,"Amazing product as can be expected from Apple. Super camera. Super battery life. Super display.","5 stars","Apple","Amazon Customer","Another brilliant product from Apple",5
"621","Apple iPhone XR (64GB) - Black",0,0,"url 63","India",2019-09-30,"Amazing iphone XR experience ..you dont need iphone X or iphone Xs or iphone11pro the perfect iphone for any one who loves Apple brand ...go for iphone Xr or iphone11 both are just fabulous","5 stars","Apple","Siddhartha Verma","Iphone Xr 128gb rocks !!!🖤🖤",5
"622","Apple iPhone XR (64GB) - Black",0,0,"url 63","India",2019-10-06,"Amazing piece of art and technology from apple. Buy this beast especially if u r getting it below 40K. As far as the delivery experience is concerned it was not good and smooth at all due to delays and poor packaging from Amazon. Thumbs up for XR only not Amazon delivery experience.","5 stars","Apple","Nikhil Sharma","Fusion of Art and Science.",5
"623","Apple iPhone XR (64GB) - Black",1,0,"url 63","India",2019-03-22,"Amazing phone, the xs and xs max are way better but the price of this phone is the real winner. I got the fast charger and some new BT earphones woth the difference. Overall being my 1st iphone, it is really amazing","4 stars","Apple","Reuben Alwyn Fernandes","Best iphone for some",4
"624","Apple iPhone XR (64GB) - Black",1,0,"url 63","India",2019-10-07,"My 4th I phone","5 stars","Apple","Shyam Maletha","Leader always",5
"625","Apple iPhone XR (64GB) - Black",0,0,"url 63","India",2019-10-16,"Just received the product! Feeling excited! Detailed review will be coming after a month. Delivery was awesome placed the order by yesterday evening received at today noon! The package was damage free . Lets see the future performance","5 stars","Apple","Hanuman","Upgrade from 6s+",5
"626","Apple iPhone XR (64GB) - Black",0,0,"url 63","India",2019-09-30,"The overall look and usage is good but the time it takes to charge is nearly 3 hrs from nill to full.Considering to backside design its little coddy when compared to x .Definitely but u feel very much premium when using this the white is astonishing like sny thing worth for money.","5 stars","Apple","Chandu","must read review it has been 10 hrs pf usage",5
"627","Apple iPhone XR (64GB) - Black",0,0,"url 63","India",2019-07-23,"Looks good and also working great. The disappointed thing is while I was purchasing there is a screen replacement warranty but now it is not there.","4 stars","Apple","satya","Apple is apple",4
"628","Apple iPhone XR (64GB) - Black",1,0,"url 63","India",2019-10-17,"My first iphone..there are some problems switching the os but Im so far happy with this change.though battery life is just okay with a mediocre and cheap charger.","5 stars","Apple","Kasaai","Satisfactory switching",5
"629","Apple iPhone XR (64GB) - Black",0,0,"url 63","India",2019-10-23,"This a big daddy for all other branded phones ...I upgraded from 6s to this model..really a good decision i think .but one thing its looks very big in hand ..you have to spent some time with that.","5 stars","Apple","Bikramjeet singh","KILLING PHONE",5
"630","Apple iPhone XR (64GB) - Black",1,0,"url 63","India",2019-10-19,"Best iphone in this price range","5 stars","Apple","Srk","Super se v upr",5
"631","Apple iPhone XR (64GB) - Black",0,0,"url 64","India",2019-08-25,"1 month review. : Best deal from amazon under 55k for 128 GB , Excellent battery life almost used upto 2.5 Days with 4G Data enabled ,No face lock issues , Camera Quality is good but portrait feature works only with human face detection ,Red colour is very attractive","5 stars","Apple","REETESH RAHUL SINGH","Great Deal @ Great price",5
"632","Apple iPhone XR (64GB) - Black",0,0,"url 64","India",2019-09-29,"its for my wife . shez coming from iphone 6s to this one . so its a upgrade for her . all in all a great phone .","5 stars","Apple","Anjan khatri","all in all a great phone",5
"633","Apple iPhone XR (64GB) - Black",1,0,"url 64","India",2020-02-13,"The phone I received is not starting at all and I cant see the option to replace, this is cheaty","1 star","Apple","Amit Savant","Phone not starting",1
"634","Apple iPhone XR (64GB) - Black",1,0,"url 64","India",2019-09-10,"Nice phone in a great price deal...","5 stars","Apple","Abdullah","Wow",5
"635","Apple iPhone XR (64GB) - Black",2,0,"url 64","India",2019-12-14,"Best budget iphone currently. Got it for 40k(128 gb model) in amazon sale.","5 stars","Apple","Amazon Customer","Best budget iphone",5
"636","Apple iPhone XR (64GB) - Black",1,0,"url 64","India",2019-11-24,"Great phone from the greatest minds","5 stars","Apple","Pravin K.","Good buy",5
"637","Apple iPhone XR (64GB) - Black",0,0,"url 64","India",2019-12-22,"This is a very good product.You should buy it without any hesitation.Go for it.Battery of this Iphone XR is very good.It lasts upto 12-13 hours with light use.Face recognition is also excellent.This phone is very smooth to use and you will definitely love using it.","5 stars","Apple","Aditya Rane","Iphone XR- A best deal",5
"638","Apple iPhone XR (64GB) - Black",0,0,"url 64","India",2019-11-01,"good because","4 stars","Apple","Manish","nice buy... worth the cost",4
"639","Apple iPhone XR (64GB) - Black",0,0,"url 64","India",2019-08-17,"phone is just awesome. Battery backup n camera is also good. But the phone is not slim like 6S or X/XS.","5 stars","Apple","Sovan Sarkar","Really nice",5
"640","Apple iPhone XR (64GB) - Black",1,0,"url 64","India",2019-12-19,"A very good phone. Camera & facial recognition is just next level. Njoying it throughout!","5 stars","Apple","Nilendu Maiti","Amazing phone",5
"641","Apple iPhone XR (64GB) - Black",0,0,"url 65","India",2019-10-29,"Best ever apple phone for value for money. Nothing to say. Amazing discount by amazon and delivery is also before time. Satisfied.","5 stars","Apple","Koosh","All time great",5
"642","Apple iPhone XR (64GB) - Black",2,0,"url 65","India",2019-08-02,"Proximity sensor not working. Not able to make calls as all apps keep openig wbile making a call","1 star","Apple","Dhananjay Kumar","Faulty product delivered and no option to return the item",1
"643","Apple iPhone XR (64GB) - Black",0,0,"url 65","India",2019-11-06,"Like: Display, Sound, Battery","4 stars","Apple","Bibekananda Sahoo","Apple should make the handset for user friendly.",4
"644","Apple iPhone XR (64GB) - Black",0,0,"url 65","India",2019-08-15,"Yesterday i got these Xr after a week at 52k best offer the best thing about Xr is battery life is good compare to other iPhones Xr is powerhouse games like pubg we can play in HD smoothly no heat no lag good camera not best im satisfied no issues genuine product from amazon","4 stars","Apple","Amazon Customer","In love with  Xr black🖤",4
"645","Apple iPhone XR (64GB) - Black",0,0,"url 65","India",2019-08-04,"What a great phone!! Battery life is amazing, navigation is as usual the iPhone mark... overall an excellent experience.","5 stars","Apple","Sivaramakrishnan V","Fabulous phone",5
"646","Apple iPhone XR (64GB) - Black",0,0,"url 65","India",2019-10-01,"Apple is one of the addictions which never go once you use I use 7 and now xr to my sister absolutely beautifully crafted device and excellent camera phone.","5 stars","Apple","dippy","Absolutely stunner 😍",5
"647","Apple iPhone XR (64GB) - Black",0,0,"url 65","India",2019-10-27,"Loving this phone. Everything about this phone like speed, performance, camera, its amazing.","5 stars","Apple","Bhanupriya","Best iphone",5
"648","Apple iPhone XR (64GB) - Black",1,0,"url 65","India",2019-10-20,"Best for rs. 46200","5 stars","Apple","Dr Ankur Sharma","The beast",5
"649","Apple iPhone XR (64GB) - Black",0,0,"url 65","India",2019-09-29,"Very good performance. And very good cameras .. water resistant and wireless charging makes this phone complete","5 stars","Apple","Sushma Adiga","Best deal @38k",5
"650","Apple iPhone XR (64GB) - Black",1,0,"url 65","India",2019-10-29,"The quality of apple is fab u cant match with any Android smartphone...tried several smartphone but nun has given me this kind of superb experience..","5 stars","Apple","pranay","Go for it",5
"651","Apple iPhone XR (64GB) - Black",0,0,"url 66","India",2019-08-25,"The only 1 issue I actually faced is the mic is in very wrong place if i am driving it is very critical to answer inside the helmet as the mic is in back side of the phone. Rest all the awesome","5 stars","Apple","Chiropriya Chatterjee","Mic issue",5
"652","Apple iPhone XR (64GB) - Black",0,0,"url 66","India",2019-09-01,"Its been two weeks using the phone and I dont regret buying this... too good camera quality and battery back up... good enough storage... loved it!!!","5 stars","Apple","Lakshmi","Amazing",5
"653","Apple iPhone XR (64GB) - Black",1,0,"url 66","India",2019-08-24,"Everything is good so far!","4 stars","Apple","Raveena","Battery life is good",4
"654","Apple iPhone XR (64GB) - Black",2,0,"url 66","India",2020-02-02,"pH is dead, not responding. Defective product. And no option to return.","1 star","Apple","soumya","pH is dead, not responding. Defective product. And no option to return.",1
"655","Apple iPhone XR (64GB) - Black",0,0,"url 66","India",2019-08-17,"Excellent phone with an excellent camera & fantastic battery life; dual sim (second one is e-sim) option is quite practical. Camera quality is excellent with portrait mode. iOS is as usual superb & user friendly with excellent performance.","4 stars","Apple","amlan","Excellent phone with superb alround performance",4
"656","Apple iPhone XR (64GB) - Black",0,0,"url 66","India",2020-02-06,"We don't see much update on this version however we see that phone is as always amazing with the performance.","5 stars","Apple","Santhosh","Awesome",5
"657","Apple iPhone XR (64GB) - Black",0,0,"url 66","India",2019-10-03,"Everything is excellent ... if u want to buy then surely go for it.. (in short paisa vasul kaam)","5 stars","Apple","MAYUR M S","Nothing to say ... lastly iPhone is iPhone",5
"658","Apple iPhone XR (64GB) - Black",0,0,"url 66","India",2019-09-30,"First time apple user... but to be honest... apple is amazing from the all aspects.. camera, sound , battery , display , lagging issues everything is far better than android mobile....its 12 mp camera looks like 48 mp of an android mbl...! Quality differs from others !!!!","5 stars","Apple","RK Nayek","Awesome purchase",5
"659","Apple iPhone XR (64GB) - Black",0,0,"url 66","India",2019-10-17,"Iphone is the best. Prompt delivery from Amazon. Two camera could have been even better","5 stars","Apple","Sugandhan","Good One",5
"660","Apple iPhone XR (64GB) - Black",1,0,"url 66","India",2019-10-20,"Good product, great experience!","5 stars","Apple","Amazon Customer","Amazing product!",5
"661","Apple iPhone XR (64GB) - Black",0,0,"url 67","India",2019-10-08,"When I switched on it started getting heated up near camera.  Mix of gold and yellow is bit ugly. My other side of speaker isnt working. Selfie portrait is good rest is not much appreciable.","2 stars","Apple","Amazon Customer","Not worth it",2
"662","Apple iPhone XR (64GB) - Black",0,0,"url 67","India",2019-08-13,"Superb it is. It does not require any review. Large screen, superb quality, 128 GB memory and what else you want","5 stars","Apple","DEEPAK SHENOY","Loved it 😀",5
